
DATASET A
node_best	edge_best	node_avg	edge_avg
0.86	0.24	0.857277	0.234855
0.82	0.17	0.826316	0.213874
0.84	0.27	0.850771	0.225255
0.86	0.18	0.84982	0.226607
0.88	0.45	0.842362	0.211221
0.85	0.09	0.850681	0.217628
0.87	0.29	0.870751	0.230901
0.86	0.36	0.859439	0.234264
0.85	0.11	0.851191	0.213624
0.86	0.28	0.83997	0.213564
0.88	0.11	0.847467	0.228168
0.83	0.22	0.851812	0.207287
0.86	0.19	0.854464	0.206497
0.87	0.12	0.843303	0.213373
0.86	0.14	0.843233	0.227257
0.86	0.12	0.846997	0.210791
0.88	0.07	0.845666	0.215716
0.84	0.26	0.847698	0.212633
0.87	0.06	0.846587	0.201331
0.84	0.19	0.834915	0.212232
0.88	0.16	0.859159	0.225556
0.84	0.34	0.841822	0.21955
0.86	0.24	0.840941	0.225996
0.89	0.19	0.859059	0.236587
0.9	0.12	0.846136	0.232452
0.86	0.1	0.852513	0.237047
0.86	0.2	0.86003	0.225335
0.88	0.11	0.855005	0.228138
0.87	0.23	0.849509	0.230891
0.91	0.39	0.852793	0.221351
0.83	0.27	0.847868	0.223934
0.89	0.28	0.860871	0.23983
0.88	0.28	0.848799	0.22041
0.85	0.22	0.853674	0.215926
0.85	0.14	0.869209	0.223463
0.9	0.17	0.86006	0.224104
0.84	0.24	0.840791	0.211612
0.86	0.29	0.857117	0.224444
0.87	0.16	0.854114	0.22965
0.84	0.14	0.83015	0.215085
0.87	0.41	0.847367	0.217397
0.87	0.27	0.854755	0.223954
0.89	0.25	0.84039	0.214214
0.85	0.28	0.846967	0.225035
0.84	0.21	0.845776	0.224324
0.88	0.25	0.871692	0.225305
0.86	0.26	0.850891	0.217357
0.87	0.25	0.858238	0.240951
0.88	0.28	0.836266	0.220871
0.87	0.15	0.849159	0.231652
0.89	0.21	0.866937	0.231261
0.88	0.1	0.867558	0.226256
0.87	0.34	0.852573	0.22004
0.87	0.17	0.854414	0.231281
0.91	0.28	0.845916	0.207678
0.89	0.12	0.853734	0.232042
0.83	0.14	0.846987	0.223203
0.87	0.07	0.867237	0.223904
0.83	0.14	0.823614	0.207638
0.88	0.43	0.846226	0.217347
0.84	0.24	0.845175	0.212072
0.87	0.34	0.847217	0.217938
0.91	0.25	0.866627	0.238258
0.89	0.24	0.868488	0.237457
0.89	0.43	0.862162	0.230701
0.88	0.3	0.875896	0.243744
0.88	0.1	0.860831	0.241522
0.89	0.19	0.869299	0.228028
0.86	0.06	0.842643	0.222272
0.87	0.19	0.858198	0.216436
0.83	0.4	0.836516	0.222152
0.87	0.15	0.846947	0.230851
0.87	0.37	0.86973	0.231061
0.87	0.25	0.842012	0.215736
0.88	0.37	0.866987	0.238198
0.87	0.08	0.848488	0.214094
0.91	0.38	0.862172	0.235656
0.89	0.4	0.857778	0.221882
0.88	0.18	0.866156	0.222172
0.87	0.3	0.851952	0.214194
0.92	0.44	0.858899	0.216376
0.89	0.45	0.863654	0.232022
0.86	0.39	0.839249	0.217618
0.87	0.35	0.841992	0.238328
0.85	0.14	0.849119	0.228659
0.88	0.29	0.867808	0.239329
0.88	0.26	0.863654	0.226647
0.85	0.1	0.849439	0.229059
0.89	0.25	0.875586	0.235536
0.88	0.16	0.864805	0.227678
0.84	0.11	0.828729	0.203093
0.9	0.31	0.866026	0.215756
0.8	0.24	0.833714	0.207027
0.87	0.09	0.853373	0.213744
0.92	0.13	0.864545	0.234004
0.88	0.24	0.850561	0.234785
0.89	0.16	0.864975	0.236246
0.89	0.36	0.866076	0.222022
0.85	0.32	0.839319	0.212202
0.88	0.26	0.86956	0.238699
0.88	0.18	0.856376	0.232032
0.88	0.3	0.84949	0.229419
0.87	0.13	0.854164	0.23026
0.84	0.17	0.842222	0.222102
0.86	0.47	0.842182	0.200901
0.85	0.11	0.855525	0.234294
0.86	0.39	0.858238	0.217518
0.86	0.25	0.847087	0.218569
0.87	0.3	0.855986	0.221491
0.88	0.33	0.846687	0.228539
0.86	0.1	0.831792	0.203253
0.86	0.28	0.854154	0.228278
0.85	0.3	0.843494	0.207978
0.88	0.14	0.855886	0.215045
0.89	0.28	0.866757	0.243694
0.88	0.22	0.864424	0.242502
0.9	0.14	0.873724	0.228529
0.88	0.33	0.850921	0.22949
0.83	0.13	0.843153	0.218869
0.87	0.29	0.851031	0.219059
0.81	0.11	0.778969	0.177508
0.84	0.29	0.831371	0.204044
0.85	0.29	0.850961	0.21964
0.87	0.09	0.857197	0.207548
0.84	0.22	0.845345	0.226607
0.88	0.22	0.870771	0.227588
0.88	0.14	0.845105	0.214404
0.82	0.21	0.826787	0.212593
0.89	0.19	0.871642	0.227828
0.88	0.24	0.853834	0.243784
0.85	0.27	0.847718	0.211391
0.88	0.17	0.855165	0.218639
0.85	0.3	0.837948	0.207327
0.87	0.25	0.843053	0.214935
0.84	0.29	0.844645	0.223504
0.88	0.14	0.856216	0.22964
0.87	0.08	0.848769	0.213744
0.9	0.18	0.870561	0.233273
0.87	0.13	0.844625	0.221311
0.9	0.15	0.865576	0.230911
0.86	0.09	0.836346	0.205055
0.86	0.19	0.855996	0.217668
0.9	0.18	0.847047	0.23015
0.88	0.19	0.863103	0.245105
0.89	0.14	0.86977	0.236426
0.84	0.29	0.856537	0.213353
0.87	0.24	0.842603	0.226687
0.89	0.17	0.856847	0.233964
0.9	0.31	0.853193	0.233133
0.9	0.18	0.854555	0.222963
0.86	0.37	0.842723	0.228969
0.88	0.2	0.847257	0.241111
0.89	0.12	0.856266	0.229229
0.87	0.15	0.850621	0.223904
0.86	0.13	0.867658	0.228008
0.9	0.11	0.865335	0.233413
0.9	0.36	0.875856	0.256306
0.87	0.14	0.851522	0.235075
0.85	0.19	0.838779	0.221532
0.84	0.21	0.844595	0.228769
0.87	0.19	0.854625	0.211832
0.88	0.27	0.864615	0.246687
0.88	0.21	0.858228	0.228799
0.9	0.41	0.87	0.242322
0.9	0.09	0.857688	0.218398
0.85	0.17	0.823684	0.213684
0.88	0.38	0.850931	0.222262
0.91	0.38	0.857437	0.221371
0.84	0.14	0.832412	0.209319
0.88	0.1	0.853834	0.238529
0.87	0.21	0.857858	0.231572
0.87	0.31	0.852923	0.222853
0.88	0.1	0.865576	0.217868
0.85	0.24	0.837898	0.205716
0.87	0.38	0.84011	0.217077
0.86	0.31	0.855876	0.24039
0.89	0.18	0.88008	0.233734
0.87	0.38	0.859069	0.215986
0.86	0.29	0.86023	0.23003
0.9	0.19	0.872883	0.245435
0.88	0.25	0.85983	0.226196
0.87	0.25	0.844585	0.22043
0.83	0.34	0.847357	0.2099
0.89	0.35	0.853684	0.217097
0.83	0.05	0.843423	0.224214
0.85	0.15	0.85045	0.207968
0.89	0.06	0.842282	0.211051
0.86	0.34	0.845546	0.202192
0.87	0.26	0.847568	0.200711
0.85	0.08	0.82993	0.211471
0.87	0.15	0.848929	0.21969
0.83	0.22	0.834535	0.221882
0.82	0.16	0.83981	0.220581
0.89	0.51	0.867538	0.235215
0.88	0.37	0.870761	0.245546
0.9	0.14	0.867127	0.226106
0.85	0.34	0.853383	0.223734
0.88	0.35	0.85967	0.230661
0.87	0.26	0.86044	0.226216
0.87	0.27	0.854154	0.225866
0.89	0.12	0.852082	0.216947
0.87	0.29	0.851592	0.215526
0.86	0.17	0.843033	0.233363
0.88	0.18	0.855676	0.232192
0.9	0.27	0.871952	0.233033
0.85	0.36	0.847027	0.224024
0.92	0.06	0.860861	0.225956
0.88	0.28	0.865295	0.241912
0.9	0.23	0.857027	0.230941
0.88	0.15	0.855275	0.225826
0.87	0.29	0.852232	0.24012
0.89	0.16	0.861672	0.222863
0.89	0.08	0.847778	0.228318
0.86	0.3	0.852222	0.216907
0.89	0.14	0.846807	0.23996
0.89	0.34	0.863073	0.231562
0.9	0.34	0.871161	0.233353
0.88	0.08	0.856627	0.22015
0.9	0.48	0.848879	0.223964
0.87	0.17	0.856476	0.231351
0.89	0.11	0.856316	0.222032
0.85	0.16	0.852392	0.230531
0.87	0.13	0.861952	0.22991
0.85	0.16	0.852482	0.226356
0.88	0.09	0.851051	0.209099
0.86	0.08	0.832603	0.206226
0.91	0.32	0.864254	0.24022
0.86	0.41	0.843213	0.218579
0.87	0.33	0.854715	0.224955
0.86	0.13	0.851191	0.221371

DATASET B
node_best	edge_best	node_avg	edge_avg
0.87	0.09	0.875946	0.24983
0.86	0.39	0.864705	0.255055
0.84	0.37	0.853343	0.239219
0.85	0.4	0.865525	0.253243
0.89	0.52	0.866006	0.263524
0.86	0.19	0.864304	0.250751
0.88	0.14	0.869439	0.23951
0.84	0.36	0.85965	0.258839
0.88	0.08	0.837437	0.227968
0.88	0.19	0.863043	0.245045
0.85	0.42	0.872803	0.267047
0.89	0.42	0.862432	0.24014
0.84	0.36	0.855155	0.230741
0.89	0.37	0.8604	0.267848
0.87	0.24	0.843624	0.231932
0.9	0.42	0.870921	0.257888
0.9	0.18	0.868308	0.247668
0.84	0.32	0.852723	0.234224
0.85	0.11	0.879189	0.258559
0.87	0.34	0.864805	0.256797
0.85	0.2	0.85031	0.231582
0.87	0.4	0.872823	0.264074
0.88	0.23	0.880761	0.250981
0.87	0.1	0.857367	0.231882
0.9	0.15	0.877668	0.243013
0.86	0.32	0.878368	0.269469
0.88	0.46	0.868709	0.25964
0.85	0.14	0.835616	0.213033
0.86	0.06	0.864504	0.242242
0.84	0.26	0.852653	0.254615
0.88	0.07	0.868629	0.245986
0.85	0.14	0.856406	0.236006
0.88	0.17	0.883303	0.25009
0.83	0.11	0.868418	0.247357
0.85	0.18	0.865205	0.246446
0.85	0.18	0.866497	0.234204
0.85	0.22	0.859069	0.239229
0.9	0.35	0.862102	0.240721
0.88	0.07	0.871011	0.252412
0.87	0.14	0.854775	0.223423
0.9	0.44	0.878709	0.262663
0.86	0.17	0.866406	0.239369
0.89	0.13	0.865095	0.240801
0.86	0.36	0.863774	0.261962
0.9	0.28	0.877688	0.247157
0.89	0.13	0.876036	0.256767
0.88	0.29	0.874585	0.241001
0.86	0.16	0.864024	0.238228
0.88	0.17	0.86008	0.244575
0.86	0.43	0.860861	0.271211
0.87	0.13	0.865435	0.247267
0.86	0.12	0.847808	0.234945
0.9	0.51	0.85999	0.251722
0.88	0.24	0.864655	0.236947
0.88	0.31	0.88049	0.247588
0.89	0.41	0.892773	0.278789
0.87	0.1	0.873474	0.253193
0.86	0.33	0.870931	0.256637
0.83	0.28	0.854294	0.256216
0.9	0.43	0.873413	0.261181
0.88	0.08	0.861552	0.232583
0.88	0.17	0.864254	0.246046
0.89	0.19	0.876286	0.233534
0.89	0.43	0.875405	0.264364
0.87	0.37	0.867628	0.254765
0.85	0.35	0.866436	0.255495
0.9	0.57	0.871612	0.272422
0.85	0.15	0.851662	0.233704
0.86	0.22	0.864384	0.253013
0.88	0.08	0.875135	0.253734
0.89	0.39	0.874354	0.253714
0.87	0.58	0.864595	0.255926
0.92	0.17	0.869459	0.248448
0.84	0.09	0.852082	0.235225
0.89	0.45	0.857197	0.260821
0.87	0.42	0.857558	0.245546
0.89	0.11	0.85008	0.23
0.85	0.27	0.875095	0.255736
0.89	0.28	0.865015	0.241712
0.85	0.09	0.869329	0.251351
0.86	0.22	0.86007	0.247117
0.89	0.12	0.879169	0.250601
0.85	0.46	0.852412	0.244685
0.84	0.11	0.848148	0.232773
0.85	0.43	0.871431	0.272152
0.91	0.44	0.844244	0.249329
0.85	0.23	0.846286	0.236096
0.81	0.15	0.843824	0.23038
0.89	0.34	0.864424	0.246096
0.84	0.17	0.838519	0.207748
0.84	0.31	0.851582	0.230581
0.87	0.09	0.859319	0.230881
0.83	0.22	0.855465	0.241672
0.89	0.21	0.866857	0.251431
0.89	0.41	0.853544	0.246176
0.89	0.08	0.863584	0.244965
0.83	0.27	0.849259	0.235015
0.9	0.34	0.876807	0.263223
0.88	0.31	0.858338	0.253023
0.87	0.32	0.877938	0.261381
0.89	0.41	0.872482	0.25981
0.88	0.24	0.88043	0.269249
0.85	0.35	0.863804	0.245345
1	1	0.868519	0.2699
0.89	0.31	0.872242	0.257397
0.86	0.12	0.872903	0.232513
0.87	0.34	0.867738	0.248529
0.84	0.34	0.851652	0.241992
0.81	0.3	0.823714	0.227928
0.9	0.41	0.882372	0.250661
0.87	0.29	0.861772	0.235135
0.89	0.11	0.864284	0.248168
0.88	0.26	0.861401	0.245445
0.84	0.18	0.863033	0.228749
0.86	0.15	0.867457	0.247477
0.88	0.18	0.883323	0.252082
0.86	0.33	0.870861	0.252833
0.89	0.3	0.871522	0.22963
0.85	0.24	0.875455	0.250731
0.88	0.41	0.868388	0.269129
0.85	0.31	0.867427	0.251481
0.89	0.47	0.863984	0.262252
0.86	0.31	0.853483	0.235225
0.85	0.08	0.86992	0.250891
0.85	0.23	0.865035	0.231271
0.88	0.35	0.868509	0.247107
0.9	0.39	0.864344	0.25006
0.84	0.13	0.861351	0.233934
0.86	0.15	0.858809	0.243734
0.89	0.48	0.856537	0.267758
0.83	0.21	0.857397	0.253463
0.89	0.12	0.863884	0.236927
0.84	0.3	0.845926	0.248759
0.89	0.16	0.878939	0.258979
0.87	0.42	0.882593	0.272843
0.88	0.39	0.865786	0.255726
0.9	0.31	0.874124	0.255786
0.87	0.15	0.858659	0.233774
0.86	0.08	0.86	0.236026
0.86	0.16	0.861001	0.238418
0.88	0.06	0.876256	0.25008
0.88	0.44	0.872663	0.259269
0.88	0.17	0.877267	0.240501
0.87	0.19	0.868509	0.241722
0.9	0.31	0.886687	0.244464
0.89	0.43	0.87039	0.249329
0.85	0.32	0.867948	0.255205
0.86	0.13	0.855165	0.227407
0.86	0.19	0.860791	0.248248
0.88	0.33	0.88999	0.271752
0.86	0.12	0.861692	0.237317
0.84	0.25	0.845205	0.236086
0.86	0.12	0.854504	0.241471
0.89	0.37	0.857167	0.255926
0.84	0.12	0.838579	0.232002
0.85	0.21	0.87051	0.248298
0.88	0.28	0.86001	0.242162
0.88	0.38	0.848388	0.245866
0.85	0.4	0.857798	0.258448
0.86	0.15	0.862522	0.239379
0.88	0.24	0.867578	0.231942
0.85	0.41	0.848719	0.253904
0.87	0.08	0.874785	0.241311
0.85	0.12	0.862923	0.248368
0.88	0.38	0.877337	0.270921
0.83	0.27	0.853143	0.231822
0.86	0.47	0.863574	0.263774
0.89	0.43	0.863033	0.260741
0.89	0.36	0.873914	0.257558
0.87	0.25	0.86976	0.236567
0.88	0.16	0.873153	0.247317
0.88	0.32	0.876537	0.255395
0.82	0.31	0.841161	0.243113
0.9	0.34	0.863724	0.260711
0.87	0.11	0.883474	0.254164
0.84	0.35	0.867387	0.236446
0.89	0.33	0.873333	0.250861
0.87	0.44	0.863033	0.235836
0.87	0.14	0.865496	0.246296
0.86	0.11	0.85962	0.256186
0.84	0.38	0.838939	0.247818
0.87	0.27	0.883514	0.265235
0.9	0.41	0.888058	0.271341
0.88	0.44	0.864875	0.260571
0.88	0.2	0.871942	0.244865
0.85	0.31	0.873303	0.254885
0.87	0.26	0.862503	0.240901
0.91	0.39	0.876667	0.247828
0.86	0.21	0.868949	0.235936
0.84	0.25	0.84961	0.225155
0.89	0.13	0.865235	0.256597
0.89	0.06	0.8798	0.244274
0.83	0.35	0.858218	0.24995
0.88	0.39	0.857237	0.236156
0.87	0.21	0.872012	0.260881
0.86	0.37	0.866366	0.254885
0.87	0.43	0.876416	0.268629
0.91	0.34	0.885365	0.272593
0.9	0.08	0.859259	0.226006
0.86	0.23	0.86981	0.25949
0.88	0.2	0.871281	0.235536
0.85	0.48	0.873493	0.24953
0.85	0.31	0.851151	0.224645
0.87	0.27	0.871772	0.241972
0.87	0.14	0.864625	0.234935
0.87	0.14	0.867808	0.251612
0.86	0.26	0.875856	0.257327
0.83	0.34	0.848989	0.244525
0.86	0.12	0.865676	0.232142
0.85	0.4	0.862933	0.254194
0.87	0.18	0.868328	0.248088
0.84	0.37	0.867397	0.259399
0.88	0.18	0.874975	0.237257
0.89	0.08	0.871512	0.237568
0.9	0.53	0.876046	0.271021
0.88	0.22	0.876186	0.253373
0.86	0.46	0.862302	0.254665
0.88	0.11	0.857117	0.234665
0.87	0.37	0.882012	0.275275
0.93	0.1	0.852412	0.22974
0.89	0.34	0.879259	0.255606
0.88	0.27	0.867067	0.247107
0.85	0.37	0.875425	0.277077
0.88	0.12	0.877948	0.251101
0.86	0.07	0.849219	0.24037
0.86	0.3	0.856887	0.235445
0.89	0.32	0.873734	0.227788
0.88	0.21	0.875265	0.258018
0.87	0.41	0.872963	0.258308
0.87	0.34	0.875285	0.252392
0.88	0.22	0.87949	0.25989
0.85	0.36	0.863153	0.244905
0.83	0.1	0.855926	0.23993
0.86	0.22	0.853303	0.248789
0.87	0.42	0.861381	0.241602
0.85	0.21	0.860881	0.214484
0.86	0.41	0.864394	0.259099
0.85	0.1	0.862322	0.238649
0.93	0.25	0.884194	0.268238
0.9	0.11	0.868118	0.232372
0.84	0.42	0.853073	0.266947
0.86	0.38	0.868018	0.264625
0.87	0.31	0.870541	0.256727
0.89	0.19	0.888609	0.258258
0.86	0.09	0.868208	0.247588
0.84	0.39	0.866486	0.264665
0.9	0.44	0.885485	0.273774
0.85	0.1	0.846416	0.233924
0.87	0.09	0.871762	0.236366
0.86	0.47	0.859169	0.255335
0.85	0.17	0.854214	0.220621
0.9	0.31	0.864084	0.251502
0.88	0.41	0.875055	0.254545
0.83	0.31	0.844925	0.255846
0.85	0.38	0.845566	0.234995
0.82	0.38	0.848889	0.252192
0.85	0.44	0.858959	0.278829
0.87	0.1	0.867758	0.237367
0.85	0.38	0.861031	0.25018
0.89	0.45	0.871491	0.264535
0.87	0.36	0.879409	0.276486
0.89	0.21	0.875345	0.234124
0.88	0.5	0.878218	0.264474
0.87	0.19	0.88007	0.25968
0.84	0.06	0.863924	0.246537
0.84	0.11	0.869479	0.246126
0.88	0.22	0.866316	0.228418
0.87	0.34	0.87013	0.264094
0.86	0.33	0.867638	0.249219
0.9	0.4	0.872432	0.258068
0.89	0.17	0.878709	0.263483
0.85	0.13	0.867538	0.239369
0.85	0.36	0.867468	0.267798
0.86	0.17	0.857467	0.237277
0.89	0.12	0.874795	0.256416
0.87	0.16	0.882502	0.247107
0.85	0.4	0.863914	0.25049
0.89	0.31	0.867468	0.24965
0.86	0.14	0.861662	0.237477
0.88	0.28	0.861712	0.23984
0.87	0.1	0.874384	0.243073
0.87	0.08	0.866767	0.228048
0.85	0.32	0.862663	0.257217
0.86	0.1	0.854645	0.225005
0.86	0.13	0.8697	0.232713
0.88	0.4	0.868428	0.275295
0.84	0.09	0.851201	0.239319
0.82	0.22	0.856206	0.232703
0.86	0.47	0.857117	0.262993
0.84	0.29	0.859229	0.245155
0.83	0.38	0.837257	0.233453
0.84	0.25	0.841842	0.235806
0.84	0.39	0.859399	0.255465
0.87	0.25	0.886787	0.262342
0.85	0.33	0.873293	0.261021
0.85	0.39	0.875566	0.274635
0.91	0.38	0.887017	0.242172
0.87	0.22	0.854885	0.223033
0.86	0.42	0.874875	0.272883
0.88	0.09	0.846567	0.225996
0.9	0.36	0.855285	0.253053
0.87	0.21	0.861041	0.229139
0.92	0.45	0.882923	0.247838
0.82	0.43	0.835906	0.24995
0.9	0.2	0.848348	0.235015
0.85	0.18	0.875275	0.229459
0.86	0.41	0.854404	0.254615
0.87	0.42	0.870681	0.260691
0.89	0.43	0.858819	0.2598
0.83	0.11	0.848088	0.22964
0.86	0.04	0.863183	0.241992
0.91	0.45	0.872763	0.261001
0.88	0.46	0.855936	0.250571
0.89	0.26	0.863173	0.267608
0.84	0.13	0.859229	0.227558
0.88	0.42	0.875576	0.261251
0.89	0.3	0.868769	0.24006
0.86	0.21	0.84988	0.245956
0.86	0.28	0.861411	0.245536
0.87	0.33	0.859399	0.25
0.92	0.39	0.877798	0.25983
0.85	0.2	0.846416	0.223504
0.86	0.15	0.857157	0.228629
0.9	0.15	0.884394	0.255245
0.87	0.39	0.872052	0.258428
0.89	0.3	0.876366	0.257968
0.88	0.47	0.864504	0.247017
0.87	0.12	0.872372	0.24025
0.85	0.06	0.863433	0.23034
0.87	0.44	0.86965	0.25044
0.87	0.47	0.873844	0.273894
0.89	0.08	0.873744	0.247688
0.89	0.4	0.87996	0.266196
0.85	0.38	0.86018	0.245606
0.88	0.34	0.867477	0.247327
0.83	0.07	0.83961	0.227037
0.88	0.15	0.875546	0.242953
0.84	0.37	0.850491	0.240961
0.93	0.38	0.871852	0.256096
0.88	0.34	0.864905	0.253353
0.87	0.4	0.881271	0.270731
0.88	0.33	0.865646	0.242823
0.89	0.49	0.877908	0.267668
0.91	0.25	0.874334	0.245215
0.88	0.45	0.850621	0.251351
0.9	0.29	0.855235	0.23983
0.85	0.25	0.87031	0.254474
0.87	0.31	0.863594	0.231892
0.85	0.36	0.87031	0.257427
0.86	0.04	0.863513	0.251291
0.88	0.43	0.862482	0.260521
0.85	0.16	0.872693	0.21972
0.88	0.33	0.881381	0.253473
0.87	0.32	0.861491	0.25018
0.89	0.15	0.872392	0.23018
0.86	0.11	0.871281	0.237678
0.87	0.42	0.862783	0.262843
0.9	0.43	0.875966	0.260511
0.83	0.2	0.844695	0.224354
0.84	0.1	0.851832	0.244795
0.91	0.15	0.871101	0.239319
0.92	0.45	0.851071	0.258348
0.88	0.18	0.887157	0.252182
0.85	0.32	0.868008	0.248168
0.87	0.39	0.858058	0.235365
0.89	0.4	0.877518	0.26976
0.91	0.47	0.872553	0.271512
0.86	0.23	0.875115	0.243253
0.89	0.15	0.870841	0.252282
0.88	0.17	0.878348	0.245185
0.83	0.31	0.833453	0.2302
0.89	0.25	0.878629	0.244905
0.89	0.47	0.864024	0.24995
0.86	0.15	0.858769	0.244034
0.85	0.28	0.863734	0.232392
0.86	0.32	0.857798	0.241652
0.9	0.35	0.871972	0.246126
0.86	0.38	0.873994	0.259259
0.85	0.31	0.841852	0.232503
0.87	0.24	0.863584	0.2498
0.86	0.26	0.851461	0.242523
0.88	0.3	0.862342	0.242873
0.84	0.18	0.865385	0.223824
0.86	0.11	0.872072	0.25032
0.82	0.2	0.83959	0.225706
0.86	0.26	0.847157	0.234935
0.86	0.16	0.866026	0.2499
0.84	0.1	0.85018	0.233594
0.9	0.46	0.888739	0.282332
0.86	0.37	0.874985	0.269159
0.84	0.34	0.872673	0.268158
0.85	0.22	0.836557	0.207958
0.89	0.28	0.871972	0.251241
0.89	0.25	0.885556	0.238068
0.85	0.31	0.860891	0.233043
0.85	0.15	0.874715	0.252022
0.88	0.28	0.87014	0.248989
0.91	0.07	0.868949	0.242773
0.89	0.5	0.860961	0.257698
0.9	0.48	0.865455	0.245235
0.85	0.17	0.864465	0.237107
0.87	0.39	0.866707	0.258769
0.84	0.29	0.86976	0.258038
0.87	0.12	0.863694	0.233694
0.86	0.33	0.847808	0.231301
0.84	0.16	0.872372	0.25028
0.85	0.2	0.866717	0.242022
0.86	0.12	0.876496	0.254304
0.9	0.35	0.892062	0.262813
0.87	0.48	0.863864	0.262763
0.85	0.08	0.8696	0.236587
0.85	0.22	0.861261	0.242993
0.84	0.42	0.876487	0.266547
0.88	0.17	0.873363	0.231552
0.87	0.24	0.864114	0.228929
0.87	0.32	0.868288	0.264815
0.89	0.29	0.88018	0.257648
0.85	0.1	0.850851	0.216497
0.86	0.36	0.873033	0.265826
0.86	0.1	0.862933	0.245385
0.88	0.45	0.862432	0.246366
0.84	0.18	0.860861	0.239159
0.87	0.42	0.874084	0.261391
0.84	0.32	0.858739	0.236356
0.82	0.43	0.845636	0.264074
0.89	0.3	0.852522	0.235225
0.84	0.33	0.852102	0.247548
0.9	0.19	0.882232	0.243133
0.86	0.19	0.858258	0.242272
0.87	0.42	0.872162	0.26034
0.86	0.05	0.858889	0.237167
0.89	0.44	0.849009	0.242923
0.86	0.31	0.875135	0.267708
0.92	0.14	0.883724	0.242392
0.86	0.3	0.867668	0.267027
0.87	0.41	0.872482	0.262142
0.85	0.36	0.871592	0.246056
0.88	0.17	0.882933	0.261532
0.85	0.25	0.883564	0.267608
0.9	0.16	0.88022	0.241091
0.85	0.15	0.864565	0.22967
0.87	0.15	0.862493	0.245646
0.88	0.05	0.885786	0.262392
0.87	0.24	0.863243	0.238829
0.89	0.33	0.867788	0.248478
0.84	0.22	0.851622	0.234124
0.88	0.37	0.848889	0.242713
0.9	0.41	0.881732	0.25968
0.86	0.36	0.856697	0.247998
0.86	0.26	0.872853	0.258919
0.9	0.42	0.858499	0.249029
0.86	0.16	0.867057	0.232813
0.89	0.4	0.886116	0.284945
0.83	0.2	0.852743	0.227648
0.84	0.22	0.855846	0.238198
0.85	0.43	0.877818	0.256096
0.84	0.13	0.851522	0.225676
0.89	0.17	0.855756	0.243594
0.86	0.46	0.861932	0.25982
0.87	0.24	0.885526	0.270811
0.87	0.25	0.872262	0.257127
0.85	0.36	0.848348	0.24952
0.84	0.12	0.859269	0.24003
0.83	0.22	0.847548	0.244555
0.83	0.27	0.854284	0.218078
0.84	0.27	0.852062	0.248769
0.87	0.27	0.870951	0.260941
0.88	0.14	0.868929	0.255836
0.87	0.36	0.866537	0.245976
0.89	0.51	0.881672	0.276857
0.86	0.32	0.856446	0.241592
0.88	0.11	0.868989	0.244254
0.86	0.19	0.875676	0.247898
0.85	0.26	0.86042	0.237558
0.88	0.15	0.877287	0.253794
0.83	0.32	0.857858	0.242783
0.86	0.17	0.8599	0.253864
0.84	0.15	0.862543	0.228709
0.87	0.37	0.84956	0.243564
0.89	0.43	0.888168	0.257067
0.88	0.43	0.868999	0.256216
0.84	0.1	0.857908	0.257638
0.87	0.32	0.871081	0.263113
0.88	0.56	0.878509	0.272282
0.88	0.21	0.881742	0.247938
0.87	0.31	0.869459	0.255566
0.85	0.36	0.873283	0.25973
0.85	0.1	0.857518	0.238328
0.87	0.07	0.873654	0.238639
0.88	0.5	0.873614	0.252262
0.89	0.28	0.880761	0.265846
0.85	0.32	0.86005	0.261381
0.87	0.19	0.874024	0.25044
0.86	0.22	0.864785	0.248378
0.84	0.27	0.860761	0.232102
0.89	0.33	0.867417	0.257548
0.87	0.32	0.876346	0.252292
0.86	0.23	0.866406	0.254695
0.88	0.22	0.871231	0.247798
0.85	0.13	0.871782	0.223824
0.9	0.55	0.872873	0.26959
0.87	0.29	0.86964	0.247968
0.89	0.21	0.877317	0.241331
0.86	0.29	0.865435	0.250751
0.88	0.34	0.874084	0.252793
0.89	0.37	0.878448	0.256667
0.87	0.12	0.862933	0.236336
0.89	0.15	0.866456	0.255235
0.88	0.41	0.865295	0.255876
0.88	0.41	0.863383	0.261371
0.89	0.36	0.885295	0.253934
0.86	0.03	0.849119	0.238939
0.87	0.4	0.863594	0.253514
0.83	0.06	0.847888	0.216857
0.91	0.34	0.87011	0.262382
0.89	0.06	0.886266	0.261391
0.84	0.13	0.857507	0.247287
0.85	0.16	0.861251	0.233854
0.87	0.15	0.862873	0.237347
0.89	0.2	0.885606	0.256757
0.87	0.41	0.874765	0.268609
0.87	0.07	0.85016	0.220791
0.87	0.46	0.85007	0.247978
0.88	0.46	0.865435	0.262362
0.83	0.44	0.848328	0.245776
0.89	0.34	0.873063	0.25009
0.89	0.34	0.861531	0.242492
0.86	0.1	0.861992	0.239059
0.9	0.52	0.869469	0.279209
0.89	0.52	0.866947	0.262913
0.88	0.38	0.85993	0.252472
0.89	0.44	0.857327	0.242863
0.85	0.23	0.864805	0.217678
0.88	0.18	0.868398	0.253564
0.9	0.34	0.863754	0.254314
0.85	0.29	0.864454	0.244144
0.87	0.42	0.881632	0.271171
0.82	0.35	0.845255	0.253774
0.87	0.41	0.867778	0.257067
0.89	0.45	0.863233	0.25972
0.85	0.16	0.873834	0.236787
0.85	0.14	0.862302	0.233463
0.88	0.05	0.866246	0.236256
0.89	0.09	0.876487	0.248408
0.83	0.37	0.851662	0.252603
