
DATASET A
node_best	edge_best	node_avg	edge_avg
0.9	0.43	0.881922	0.274775
0.87	0.2	0.854875	0.237287
0.84	0.1	0.86039	0.235045
0.86	0.42	0.876186	0.265035
0.84	0.14	0.850801	0.230541
0.84	0.26	0.861221	0.245866
0.85	0.29	0.859129	0.257788
0.87	0.41	0.861932	0.248308
0.87	0.12	0.867598	0.249169
0.88	0.19	0.878468	0.236917
0.87	0.42	0.874575	0.257297
0.88	0.43	0.86031	0.24001
0.84	0.16	0.862292	0.245425
0.86	0.43	0.87001	0.254374
0.88	0.15	0.882973	0.243093
0.86	0.12	0.865225	0.235746
0.89	0.53	0.844474	0.25031
0.9	0.39	0.875826	0.244635
0.86	0.24	0.861441	0.254144
0.9	0.38	0.868769	0.267287
0.86	0.21	0.865676	0.253934
0.88	0.22	0.853003	0.227888
0.87	0.21	0.882462	0.247898
0.86	0.26	0.862392	0.235385
0.87	0.38	0.880801	0.278198
0.9	0.49	0.882252	0.278178
0.87	0.06	0.871852	0.252432
0.89	0.23	0.886887	0.246236
0.9	0.19	0.874865	0.24972
0.86	0.3	0.84024	0.230961
0.88	0.4	0.861231	0.251712
0.87	0.3	0.852993	0.235836
0.81	0.1	0.842993	0.231011
0.89	0.51	0.845726	0.259219
0.83	0.15	0.855095	0.208649
0.87	0.4	0.877157	0.26035
0.84	0.19	0.857337	0.22997
0.88	0.12	0.868098	0.241191
0.87	0.47	0.882372	0.278549
0.85	0.35	0.857848	0.228358
0.86	0.14	0.872372	0.237948
0.86	0.33	0.852522	0.242783
0.82	0.36	0.848038	0.244935
0.88	0.18	0.88965	0.26012
0.9	0.29	0.881682	0.255175
0.92	0.27	0.876106	0.254244
0.91	0.23	0.877167	0.261021
0.85	0.17	0.862933	0.241652
0.88	0.07	0.862603	0.237978
0.87	0.06	0.866707	0.239429
0.88	0.28	0.866547	0.226376
0.9	0.29	0.863423	0.254685
0.86	0.32	0.863964	0.243944
0.86	0.33	0.866607	0.247437
0.86	0.4	0.859109	0.260531
0.83	0.11	0.858458	0.244154
0.87	0.1	0.873293	0.234975
0.89	0.4	0.871081	0.254284
0.9	0.3	0.866176	0.25033
0.87	0.27	0.865465	0.243534
0.86	0.43	0.868008	0.264995
0.87	0.19	0.858458	0.236426
0.84	0.12	0.85035	0.237768
0.86	0.42	0.848268	0.25954
0.88	0.17	0.876246	0.24964
0.86	0.37	0.862953	0.265215
0.88	0.14	0.862933	0.245365
0.86	0.06	0.874254	0.24966
0.87	0.28	0.855355	0.236957
0.87	0.44	0.868298	0.262843
0.84	0.34	0.853834	0.242723
0.89	0.16	0.883073	0.245566
0.86	0.42	0.875696	0.267738
0.87	0.26	0.864985	0.246506
0.87	0.33	0.875656	0.241291
0.87	0.53	0.858038	0.264695
0.88	0.3	0.880471	0.246146
0.89	0.48	0.861411	0.259159
0.85	0.33	0.874424	0.239459
0.86	0.45	0.866707	0.255415
0.88	0.46	0.87031	0.263874
0.87	0.21	0.871812	0.231582
0.87	0.45	0.861682	0.252883
0.89	0.09	0.873373	0.251582
0.87	0.19	0.868368	0.23974
0.91	0.39	0.877798	0.260941
0.86	0.42	0.852362	0.26013
0.89	0.14	0.885866	0.255586
0.9	0.48	0.876286	0.273343
0.88	0.37	0.877768	0.256376
0.85	0.24	0.858478	0.242673
0.86	0.08	0.865095	0.232663
0.88	0.3	0.879459	0.254855
0.88	0.18	0.872703	0.252883
0.9	0.21	0.874444	0.246276
0.88	0.22	0.871852	0.257347
0.82	0.22	0.8499	0.241411
0.88	0.27	0.865806	0.23995
0.86	0.35	0.862082	0.249009
0.86	0.4	0.856987	0.253594
0.87	0.12	0.864825	0.237838
0.9	0.12	0.868589	0.244555
0.89	0.13	0.876897	0.239109
0.85	0.1	0.87001	0.242362
0.88	0.42	0.866957	0.255305
0.89	0.11	0.87035	0.251111
0.91	0.56	0.875155	0.271542
0.86	0.42	0.875195	0.276096
0.86	0.32	0.855756	0.238769
0.87	0.15	0.863874	0.233824
0.88	0.36	0.848228	0.237187
0.87	0.19	0.857758	0.236316
0.86	0.34	0.861461	0.254234
0.84	0.22	0.873894	0.262312
0.87	0.44	0.87045	0.258278
0.84	0.31	0.868088	0.259129
0.87	0.2	0.868218	0.252793
0.85	0.08	0.855335	0.241201
0.88	0.25	0.866627	0.227077
0.87	0.43	0.868509	0.256577
0.91	0.53	0.883133	0.270791
0.87	0.08	0.850911	0.226817
0.87	0.28	0.863764	0.251602
0.87	0.24	0.851842	0.248258
0.87	0.52	0.846416	0.254655
0.85	0.1	0.863223	0.238298
0.9	0.39	0.871922	0.253984
0.83	0.29	0.862142	0.238529
0.81	0.34	0.829259	0.237948
0.83	0.38	0.867227	0.275385
0.87	0.08	0.856777	0.236466
0.88	0.5	0.873854	0.275676
0.91	0.37	0.88044	0.265816
0.86	0.46	0.865255	0.252843
0.9	0.48	0.86965	0.257878
0.89	0.48	0.862292	0.265455
0.84	0.36	0.869239	0.266657
0.86	0.37	0.865215	0.257868
0.85	0.17	0.864525	0.236176
0.85	0.32	0.871411	0.247397
0.86	0.39	0.865606	0.259119
0.9	0.11	0.86967	0.252072
0.87	0.22	0.867207	0.227347
0.86	0.34	0.87042	0.256747
0.84	0.24	0.8399	0.241181
0.88	0.47	0.882372	0.278148
0.87	0.19	0.865395	0.247648
0.88	0.16	0.851672	0.224164
0.88	0.47	0.856196	0.254054
0.84	0.29	0.863273	0.250691
0.85	0.35	0.862823	0.253123
0.86	0.36	0.863684	0.244004
0.89	0.09	0.868599	0.231702
0.85	0.31	0.871031	0.251512
0.9	0.06	0.865345	0.242783
0.87	0.28	0.847377	0.224364
0.86	0.36	0.847287	0.244394
0.86	0.47	0.862863	0.265165
0.88	0.18	0.885806	0.255806
0.86	0.15	0.852933	0.215846
0.88	0.18	0.868509	0.255866
0.92	0.49	0.868609	0.252663
0.85	0.12	0.861531	0.225225
0.88	0.18	0.878098	0.258038
0.91	0.29	0.872713	0.243884
0.89	0.19	0.857167	0.24003
0.87	0.39	0.879149	0.2598
0.86	0.17	0.872833	0.251021
0.89	0.42	0.862823	0.265536
0.87	0.41	0.853674	0.233483
0.88	0.37	0.876526	0.262212
0.87	0.08	0.884945	0.260931
0.88	0.21	0.853253	0.233353
0.89	0.21	0.874965	0.251972
0.86	0.48	0.848639	0.257187
0.86	0.1	0.85999	0.257447
0.88	0.42	0.866236	0.249439
0.86	0.4	0.864925	0.271241
0.87	0.19	0.873524	0.242753
0.84	0.08	0.853784	0.227748
0.88	0.45	0.870701	0.266797
0.89	0.4	0.871942	0.259049
0.87	0.33	0.873634	0.244074
0.84	0.31	0.865896	0.257107
0.87	0.38	0.860501	0.26977
0.9	0.18	0.875736	0.24981
0.88	0.31	0.861021	0.248128
0.88	0.34	0.881702	0.264164
0.84	0.36	0.846286	0.246066
0.87	0.12	0.862132	0.237127
0.89	0.22	0.871131	0.232392
0.88	0.3	0.868859	0.252122
0.81	0.29	0.842573	0.23957
0.84	0.36	0.842763	0.225856
0.87	0.37	0.86971	0.248108
0.83	0.07	0.87017	0.252713
0.89	0.12	0.87975	0.254214
0.86	0.28	0.875175	0.255165
0.87	0.43	0.875535	0.274014
0.86	0.15	0.858669	0.245295
0.86	0.42	0.868378	0.257998
0.88	0.44	0.868689	0.258929
0.85	0.4	0.858148	0.252573
0.89	0.23	0.874354	0.246757
0.84	0.15	0.847998	0.235976
0.91	0.07	0.883163	0.253383
0.88	0.39	0.874955	0.267958
0.86	0.2	0.874474	0.245335
0.88	0.11	0.867858	0.257778
0.89	0.24	0.866587	0.245095
0.89	0.09	0.858559	0.24999
0.87	0.22	0.864184	0.238378
0.89	0.35	0.872352	0.242272
0.88	0.34	0.883213	0.258959
0.89	0.21	0.862092	0.241121
0.87	0.12	0.878098	0.247017
0.84	0.28	0.853123	0.242863
0.87	0.38	0.873353	0.249129
0.84	0.31	0.855255	0.254835
0.86	0.14	0.824945	0.213624
0.89	0.42	0.865175	0.257217
0.86	0.12	0.874465	0.254745
0.9	0.45	0.865556	0.258468
0.87	0.35	0.849239	0.253604
0.88	0.43	0.864244	0.25955
0.85	0.07	0.858799	0.244054
0.86	0.15	0.858859	0.234084
0.86	0.12	0.861512	0.242823
0.85	0.15	0.856537	0.22001
0.87	0.2	0.870661	0.250651
0.89	0.36	0.882753	0.261982
0.86	0.41	0.858048	0.24982
0.9	0.4	0.868989	0.261041
0.86	0.42	0.862072	0.262793
0.87	0.24	0.864254	0.246116
0.82	0.37	0.852432	0.247227
0.86	0.4	0.873013	0.252793
0.88	0.44	0.871441	0.255856
0.87	0.25	0.866066	0.246777
0.85	0.16	0.861692	0.240891
0.88	0.43	0.864374	0.258959
0.82	0.1	0.833183	0.205596
0.85	0.11	0.85999	0.255005
0.89	0.21	0.877447	0.24032
0.86	0.22	0.857928	0.238198
0.9	0.49	0.868979	0.265175
0.87	0.39	0.854114	0.246166
0.89	0.1	0.874575	0.244224
0.87	0.29	0.869069	0.243784
0.87	0.49	0.854064	0.248999
0.87	0.33	0.877688	0.258749
0.87	0.19	0.876607	0.255936
0.87	0.51	0.85025	0.265405
0.87	0.15	0.88027	0.235095
0.85	0.29	0.850551	0.22959
0.9	0.29	0.869519	0.255155
0.87	0.37	0.876336	0.258879
0.87	0.48	0.862683	0.265686
0.86	0.21	0.87022	0.241171
0.88	0.12	0.871451	0.242833
0.89	0.28	0.883924	0.260591
0.87	0.28	0.873714	0.246717
0.89	0.35	0.876537	0.2599
0.86	0.12	0.853013	0.236577
0.9	0.16	0.878529	0.252923
0.84	0.21	0.861011	0.242362
0.85	0.13	0.86973	0.244915
0.88	0.43	0.86975	0.271832
0.9	0.36	0.873073	0.248238
0.85	0.4	0.867558	0.252052
0.85	0.2	0.849189	0.236677
0.89	0.36	0.87	0.243323
0.86	0.08	0.866927	0.23956
0.87	0.22	0.882312	0.247678
0.85	0.13	0.835275	0.225956
0.86	0.31	0.868348	0.260611
0.87	0.15	0.866026	0.253393
0.89	0.44	0.865015	0.257447
0.9	0.37	0.871902	0.250851
0.84	0.39	0.865405	0.257187
0.86	0.23	0.886066	0.243534
0.86	0.09	0.862963	0.246797
0.88	0.3	0.875435	0.245616
0.85	0.34	0.832763	0.244725
0.87	0.47	0.881281	0.271812
0.87	0.2	0.863023	0.23977
0.87	0.35	0.854785	0.252072
0.82	0.37	0.846106	0.251091
0.86	0.15	0.860581	0.231642
0.88	0.12	0.856787	0.226667
0.86	0.15	0.856466	0.234224
0.88	0.21	0.877357	0.237608
0.88	0.37	0.86978	0.27008
0.85	0.36	0.86999	0.25961
0.88	0.18	0.855786	0.241101
0.82	0.13	0.84024	0.242012
0.88	0.32	0.873834	0.236607
0.83	0.16	0.867588	0.237407
0.88	0.35	0.875796	0.264414
0.87	0.46	0.882122	0.271071
0.85	0.34	0.872182	0.246326
0.85	0.14	0.855596	0.225095
0.87	0.27	0.864515	0.251471
0.87	0.33	0.872282	0.252743
0.84	0.11	0.860521	0.232052
0.88	0.25	0.86988	0.257898
0.88	0.41	0.871441	0.244064
0.86	0.27	0.87955	0.258609
0.9	0.41	0.862392	0.255115
0.86	0.12	0.853443	0.231582
0.87	0.13	0.85968	0.221642
0.85	0.22	0.867137	0.239409
0.86	0.14	0.872322	0.252943
0.85	0.09	0.852342	0.216166
0.88	0.38	0.886737	0.262643
0.85	0.36	0.845526	0.252603
0.87	0.27	0.842703	0.234394
0.86	0.37	0.866416	0.255045
0.87	0.37	0.865596	0.268438
0.85	0.28	0.875425	0.252603
0.89	0.45	0.877588	0.267938
0.89	0.25	0.861151	0.248859
0.85	0.39	0.867818	0.248478
0.87	0.09	0.867858	0.231461
0.87	0.09	0.875756	0.258238
0.88	0.17	0.88997	0.260681
0.83	0.37	0.854154	0.248008
0.84	0.08	0.84982	0.228519
0.88	0.11	0.868318	0.218428
0.87	0.38	0.881271	0.26999
0.86	0.35	0.863684	0.243564
0.88	0.28	0.874885	0.24048
0.87	0.45	0.868669	0.271692
0.87	0.37	0.852332	0.255746
0.82	0.1	0.848318	0.235325
0.84	0.12	0.870661	0.225185
0.89	0.37	0.862923	0.257658
0.87	0.44	0.861161	0.25949
0.81	0.18	0.861882	0.246236
0.88	0.42	0.85957	0.251672
0.84	0.1	0.864645	0.245686
0.87	0.13	0.869529	0.242803
0.87	0.32	0.872372	0.261431
0.92	0.49	0.868018	0.256587
0.88	0.1	0.874735	0.251532
0.87	0.39	0.87021	0.255926
0.89	0.19	0.887608	0.24961
0.86	0.32	0.854264	0.227988
0.86	0.48	0.876617	0.276336
0.87	0.12	0.88038	0.236497
0.88	0.42	0.867027	0.258679
0.85	0.1	0.86971	0.231341
0.87	0.33	0.872683	0.254314
0.83	0.12	0.847367	0.234675
0.9	0.07	0.87961	0.239139
0.88	0.41	0.864294	0.273574
0.87	0.16	0.864705	0.254274
0.9	0.26	0.863974	0.251041
0.87	0.07	0.874525	0.244284
0.89	0.21	0.864525	0.256617
0.86	0.14	0.863213	0.218839
0.86	0.41	0.834625	0.238879
0.88	0.45	0.860841	0.264995
0.87	0.21	0.872633	0.236517
0.86	0.06	0.862503	0.23008
0.88	0.14	0.863704	0.243764
0.84	0.45	0.864775	0.268078
0.82	0.09	0.835896	0.206126
0.88	0.07	0.860781	0.232232
0.86	0.38	0.85006	0.242142
0.88	0.19	0.87041	0.242392
0.88	0.23	0.884615	0.245536
0.85	0.21	0.854835	0.240521
0.85	0.18	0.859189	0.235986
0.84	0.08	0.853183	0.223924
0.85	0.17	0.835716	0.223183
0.88	0.14	0.861692	0.238168
0.88	0.38	0.861722	0.268689
0.9	0.47	0.866226	0.265065
0.81	0.37	0.838719	0.257598
0.87	0.37	0.873974	0.245566
0.85	0.16	0.875535	0.256036
0.88	0.19	0.862643	0.245485
0.89	0.22	0.857277	0.2602
0.86	0.06	0.861682	0.236046
0.86	0.1	0.848038	0.223894
0.87	0.34	0.874695	0.264515
0.89	0.32	0.869189	0.247387
0.84	0.4	0.862292	0.256426
0.88	0.45	0.865746	0.257828
0.85	0.06	0.868058	0.255465
0.89	0.09	0.869179	0.240701
0.86	0.28	0.864795	0.24992
0.9	0.5	0.873734	0.26035
0.9	0.12	0.871982	0.252142
0.89	0.49	0.869059	0.265285
0.86	0.36	0.861051	0.267908
0.81	0.13	0.835325	0.226376
0.89	0.14	0.857968	0.228158
0.86	0.25	0.872793	0.253944
0.9	0.09	0.874545	0.248238
0.85	0.21	0.866296	0.254354
0.84	0.18	0.855856	0.234875
0.86	0.35	0.877728	0.258589
0.8	0.12	0.839159	0.216777
0.86	0.38	0.857528	0.250551
0.87	0.23	0.872803	0.257247
0.87	0.21	0.849209	0.238278
0.88	0.11	0.863263	0.251762
0.88	0.14	0.863924	0.238989
0.84	0.13	0.853794	0.237267
0.9	0.11	0.866817	0.252883
0.86	0.31	0.878068	0.254665
0.84	0.16	0.858428	0.233403
0.9	0.12	0.87002	0.241491
0.88	0.09	0.852883	0.23954
0.85	0.12	0.874895	0.215936
0.86	0.14	0.848829	0.229059
0.88	0.1	0.87031	0.237007
0.87	0.3	0.883033	0.254394
0.9	0.38	0.875726	0.266326
0.84	0.3	0.859409	0.263764
0.88	0.07	0.881462	0.248719
0.86	0.1	0.868218	0.229409
0.9	0.54	0.871662	0.261161
0.86	0.29	0.864124	0.255806
0.83	0.27	0.849439	0.226426
0.87	0.1	0.873103	0.258709
0.85	0.17	0.862643	0.245656
0.86	0.12	0.857818	0.24032
0.88	0.2	0.868278	0.243964
0.87	0.23	0.856897	0.246957
0.87	0.34	0.861271	0.249199
0.84	0.27	0.865756	0.23036
0.85	0.06	0.858619	0.242202
0.86	0.12	0.870801	0.242012
0.89	0.13	0.87986	0.240971
0.87	0.07	0.867327	0.228729
0.88	0.33	0.862893	0.236827
0.87	0.15	0.871912	0.241301
0.86	0.29	0.868268	0.242342
0.88	0.41	0.872422	0.259159
0.88	0.08	0.876537	0.250751
0.89	0.1	0.874825	0.242272
0.88	0.09	0.869309	0.244484
0.91	0.2	0.850981	0.232783
0.86	0.16	0.862623	0.240881
0.9	0.58	0.884955	0.283794
0.85	0.32	0.863964	0.252813
0.89	0.33	0.863634	0.261902
0.89	0.39	0.857638	0.23967
0.87	0.47	0.873524	0.26959
0.87	0.12	0.855656	0.220651
0.86	0.18	0.879189	0.251471
0.86	0.25	0.879249	0.273904

DATASET C
node_best	edge_best	node_avg	edge_avg
0.83	0.3	0.800721	0.196857
0.82	0.47	0.790571	0.193874
0.87	0.18	0.815766	0.209369
0.79	0.07	0.774244	0.184595
0.84	0.29	0.798909	0.204104
0.82	0.12	0.791922	0.206557
0.84	0.31	0.814795	0.201552
0.84	0.32	0.791962	0.205165
0.84	0.36	0.795606	0.201161
0.84	0.25	0.788729	0.190811
0.82	0.17	0.797007	0.195586
0.81	0.43	0.783233	0.20048
0.84	0.09	0.796046	0.21022
0.84	0.41	0.811141	0.203744
0.84	0.34	0.802683	0.194444
0.81	0.1	0.770871	0.186787
0.8	0.14	0.781211	0.193994
0.79	0.14	0.780721	0.191712
0.82	0.19	0.798879	0.191051
0.84	0.06	0.784885	0.203924
0.82	0.28	0.797908	0.197928
0.75	0.24	0.752092	0.174955
0.84	0.11	0.808599	0.183243
0.83	0.04	0.794575	0.205876
0.8	0.11	0.795626	0.207017
0.84	0.4	0.780611	0.193804
0.77	0.09	0.773303	0.193393
0.88	0.39	0.787127	0.212092
0.85	0.25	0.800811	0.225976
0.85	0.33	0.817317	0.210511
0.82	0.16	0.787337	0.191612
0.84	0.08	0.800881	0.205856
0.81	0.38	0.775335	0.174555
0.83	0.06	0.801862	0.208248
0.8	0.27	0.792072	0.187017
0.82	0.23	0.784695	0.193303
0.83	0.13	0.801391	0.208689
0.83	0.34	0.785205	0.187718
0.8	0.06	0.792402	0.213443
0.86	0.27	0.812252	0.206587
0.78	0.36	0.789239	0.197608
0.81	0.36	0.793193	0.195656
0.76	0.12	0.764194	0.188328
0.86	0.41	0.806607	0.212032
0.8	0.14	0.783584	0.204885
0.77	0.1	0.762062	0.187688
0.83	0.16	0.795666	0.202793
0.81	0.41	0.794775	0.199359
0.8	0.31	0.789279	0.201902
0.84	0.16	0.797648	0.205395
0.82	0.14	0.791602	0.201762
0.81	0.16	0.794184	0.204725
0.88	0.32	0.821251	0.198869
0.85	0.42	0.815696	0.201622
0.81	0.19	0.794124	0.182663
0.85	0.43	0.79975	0.208108
0.84	0.3	0.804384	0.205786
0.85	0.34	0.815265	0.20014
0.8	0.32	0.769259	0.183734
0.82	0.08	0.807518	0.204014
0.84	0.24	0.803794	0.22041
0.81	0.32	0.801542	0.195696
0.83	0.26	0.803253	0.202182
0.83	0.03	0.800591	0.199279
0.8	0.13	0.788609	0.196116
0.79	0.18	0.784184	0.188549
0.82	0.28	0.790631	0.187508
0.84	0.07	0.800751	0.192172
0.84	0.25	0.80977	0.214214
0.86	0.4	0.817027	0.196717
0.86	0.13	0.798258	0.207598
0.82	0.17	0.790521	0.190971
0.81	0.36	0.79995	0.201141
0.86	0.28	0.793614	0.193063
0.82	0.26	0.784094	0.197638
0.81	0.13	0.801051	0.198158
0.87	0.16	0.803413	0.206326
0.84	0.13	0.815576	0.20989
0.84	0.39	0.804885	0.206917
0.77	0.16	0.792773	0.196907
0.81	0.34	0.786136	0.185005
0.85	0.39	0.811071	0.194495
0.81	0.31	0.791361	0.201371
0.8	0.32	0.765175	0.185005
0.83	0.35	0.782302	0.191281
0.88	0.47	0.818368	0.213964
0.81	0.4	0.786396	0.196276
0.79	0.17	0.778368	0.198358
0.82	0.08	0.804565	0.207017
0.81	0.11	0.771532	0.177337
0.79	0.18	0.794374	0.186266
0.87	0.13	0.813724	0.206827
0.82	0.11	0.791491	0.193914
0.87	0.08	0.817287	0.20022
0.83	0.08	0.803894	0.22016
0.84	0.11	0.806136	0.212492
0.86	0.1	0.818538	0.213443
0.81	0.25	0.804625	0.191031
0.91	0.12	0.81039	0.217738
0.84	0.14	0.81018	0.213473
0.83	0.11	0.789029	0.213604
0.84	0.25	0.802513	0.197107
0.83	0.18	0.802212	0.191091
0.79	0.27	0.765666	0.176807
0.82	0.25	0.813534	0.2097
0.82	0.1	0.791842	0.203824
0.82	0.22	0.788809	0.193463
0.86	0.11	0.812993	0.1997
0.88	0.19	0.81955	0.209029
0.83	0.35	0.803363	0.214234
0.81	0.13	0.783944	0.195005
0.86	0.38	0.793153	0.185415
0.83	0.36	0.782022	0.17984
0.83	0.31	0.791722	0.204434
0.84	0.1	0.805526	0.203954
0.83	0.43	0.809159	0.213003
0.81	0.28	0.790791	0.190581
0.79	0.35	0.787297	0.198969
0.84	0.16	0.807277	0.20021
0.89	0.49	0.808919	0.215686
0.84	0.33	0.798008	0.196987
0.86	0.47	0.808829	0.212733
0.86	0.4	0.799319	0.195195
0.8	0.32	0.790761	0.194174
0.85	0.31	0.792773	0.178779
0.82	0.28	0.812633	0.202482
0.84	0.32	0.813433	0.201281
0.82	0.2	0.777798	0.191321
0.85	0.39	0.811401	0.209269
0.86	0.38	0.798468	0.212983
0.88	0.46	0.803373	0.193624
0.83	0.35	0.777808	0.19006
0.86	0.08	0.807097	0.220941
0.8	0.22	0.794214	0.194825
0.83	0.13	0.778889	0.212002
0.84	0.37	0.792062	0.201231
0.83	0.36	0.807187	0.204484
0.86	0.06	0.815135	0.213974
0.82	0.09	0.793874	0.196737
0.85	0.31	0.804124	0.204134
0.87	0.28	0.815125	0.206346
0.85	0.15	0.814304	0.211151
0.82	0.29	0.77962	0.200681
0.86	0.15	0.803373	0.202442
0.87	0.17	0.787878	0.205826
0.85	0.26	0.794995	0.192723
0.8	0.07	0.776707	0.184494
0.85	0.41	0.807127	0.212272
0.84	0.28	0.807998	0.206486
0.8	0.14	0.792432	0.175846
0.85	0.31	0.79963	0.185506
0.87	0.08	0.79986	0.214164
0.85	0.25	0.797187	0.19964
0.81	0.11	0.79001	0.193674
0.79	0.41	0.767127	0.185766
0.81	0.11	0.788969	0.201421
0.82	0.1	0.778849	0.19957
0.83	0.34	0.816847	0.202763
0.82	0.36	0.80994	0.213063
0.88	0.19	0.809309	0.204835
0.81	0.31	0.786286	0.192643
0.81	0.17	0.784504	0.188428
0.86	0.4	0.825906	0.213734
0.85	0.37	0.804725	0.212252
0.78	0.19	0.76979	0.190581
0.85	0.34	0.788478	0.205325
0.8	0.3	0.78046	0.188759
0.85	0.17	0.802372	0.201241
0.82	0.28	0.792993	0.205175
0.78	0.12	0.759439	0.192242
0.85	0.09	0.797127	0.203013
0.83	0.32	0.804324	0.198008
0.85	0.1	0.814865	0.211151
0.83	0.15	0.790691	0.202633
0.73	0.25	0.741011	0.166917
0.87	0.53	0.813924	0.225175
0.8	0.15	0.777037	0.195015
0.83	0.11	0.797307	0.201121
0.83	0.11	0.799249	0.207758
0.82	0.39	0.794965	0.211021
0.84	0.13	0.809109	0.217818
0.82	0.16	0.790861	0.193213
0.8	0.08	0.777237	0.202733
0.84	0.1	0.807457	0.202152
0.78	0.14	0.784244	0.194424
0.77	0.24	0.758649	0.17982
0.83	0.07	0.799249	0.216466
0.8	0.17	0.78956	0.200871
0.82	0.19	0.798739	0.182583
0.86	0.45	0.794715	0.201021
0.83	0.09	0.783413	0.192122
0.81	0.4	0.783123	0.197017
0.84	0.08	0.794334	0.185636
0.79	0.26	0.786106	0.195235
0.81	0.28	0.79	0.187057
0.85	0.22	0.817117	0.215075
0.86	0.27	0.802462	0.202172
0.84	0.37	0.791952	0.190501
0.82	0.07	0.772643	0.1997
0.8	0.26	0.76982	0.197197
0.81	0.07	0.791532	0.196757
0.86	0.46	0.812583	0.228038
0.79	0.06	0.779259	0.196577
0.82	0.09	0.786707	0.201922
0.84	0.17	0.801762	0.192472
0.82	0.09	0.800751	0.204444
0.79	0.13	0.781031	0.19037
0.83	0.39	0.805756	0.207157
0.82	0.26	0.798839	0.203524
0.82	0.31	0.782553	0.201902
0.81	0.28	0.797437	0.196436
0.8	0.16	0.794264	0.208599
0.81	0.14	0.793473	0.184304
0.79	0.22	0.796777	0.181291
0.81	0.16	0.791171	0.193253
0.79	0.32	0.764795	0.18048
0.82	0.09	0.793463	0.205896
0.84	0.07	0.795616	0.191091
0.81	0.09	0.774044	0.197067
0.83	0.15	0.793013	0.187397
0.81	0.09	0.797538	0.212723
0.79	0.15	0.799529	0.202472
0.83	0.14	0.776016	0.192222
0.83	0.12	0.784114	0.194765
0.86	0.37	0.814074	0.208088
0.81	0.27	0.806346	0.19957
0.82	0.36	0.80031	0.212302
0.79	0.14	0.766246	0.198719
0.85	0.2	0.802763	0.21021
0.8	0.33	0.788519	0.179129
0.78	0.1	0.798729	0.201111
0.86	0.13	0.794835	0.209039
0.85	0.35	0.800561	0.194194
0.85	0.35	0.803614	0.196587
0.8	0.17	0.777868	0.197337
0.82	0.15	0.78004	0.199219
0.83	0.18	0.804495	0.209039
0.81	0.15	0.798849	0.199079
0.82	0.11	0.798899	0.203363
0.81	0.3	0.796607	0.192382
0.83	0.24	0.781572	0.207598
0.81	0.29	0.786366	0.188749
0.79	0.28	0.78044	0.172653
0.81	0.11	0.777568	0.190521
0.85	0.23	0.813403	0.212262
0.83	0.07	0.795636	0.217087
0.84	0.12	0.79975	0.210911
0.85	0.21	0.822432	0.216076
0.8	0.07	0.775786	0.190611
0.81	0.34	0.783634	0.188348
0.85	0.4	0.803343	0.212743
0.76	0.23	0.777748	0.184444
0.81	0.3	0.791111	0.194605
0.83	0.18	0.811902	0.206076
0.84	0.23	0.807628	0.212202
0.82	0.22	0.804965	0.182513
0.84	0.18	0.79955	0.194995
0.82	0.33	0.798328	0.192863
0.85	0.11	0.804615	0.206737
0.87	0.28	0.819209	0.214114
0.84	0.4	0.795175	0.203974
0.82	0.28	0.778989	0.184575
0.86	0.11	0.807598	0.213453
0.77	0.07	0.776426	0.183984
0.81	0.38	0.795586	0.206286
0.89	0.2	0.816346	0.216046
0.79	0.04	0.750761	0.190771
0.84	0.18	0.794795	0.191201
0.82	0.09	0.802202	0.202202
0.81	0.27	0.793193	0.187768
0.88	0.18	0.808228	0.188498
0.83	0.22	0.802062	0.198629
0.85	0.45	0.798478	0.212803
0.85	0.41	0.791501	0.199049
0.84	0.15	0.806617	0.207397
0.8	0.28	0.796116	0.193584
0.79	0.34	0.757227	0.18995
0.82	0.12	0.793634	0.188138
0.8	0.11	0.793223	0.208078
0.83	0.45	0.792182	0.208839
0.88	0.36	0.791982	0.198188
0.8	0.14	0.7901	0.200911
0.82	0.36	0.801892	0.196887
0.82	0.29	0.801131	0.205906
0.84	0.2	0.804645	0.2104
0.79	0.08	0.76981	0.193894
0.83	0.17	0.809099	0.201572
0.86	0.13	0.808709	0.206376
0.82	0.11	0.800851	0.196186
0.85	0.3	0.822182	0.211772
0.81	0.13	0.791552	0.194334
0.86	0.13	0.813564	0.210551
0.86	0.33	0.794725	0.20011
0.82	0.09	0.812873	0.196657
0.8	0.29	0.781872	0.193183
0.84	0.16	0.799479	0.218288
0.86	0.22	0.798408	0.188899
0.83	0.35	0.814004	0.196897
0.84	0.09	0.803564	0.204374
0.87	0.41	0.807628	0.198108
0.84	0.21	0.812152	0.191972
0.83	0.31	0.792392	0.201441
0.79	0.31	0.781772	0.187197
0.84	0.3	0.803534	0.205626
0.79	0.29	0.801532	0.193403
0.83	0.17	0.804214	0.202202
0.82	0.34	0.79996	0.200911
0.82	0.1	0.803664	0.204194
0.83	0.07	0.806627	0.205696
0.84	0.23	0.794635	0.203924
0.81	0.32	0.7796	0.196386
0.78	0.29	0.772533	0.187087
0.83	0.27	0.784134	0.197407
0.79	0.14	0.782292	0.196406
0.82	0.38	0.797487	0.18978
0.84	0.23	0.803243	0.213944
0.8	0.06	0.776887	0.183994
0.83	0.09	0.772082	0.182492
0.87	0.43	0.819089	0.221712
